first_name,last_name,age,email,country,postal_code,favorite_color,gender,birthdate,height,interests,intent,Latitude,Longitude,Category
Linn,Clewarth,73,lclewarthfs@wunderground.com,Australia,1130,red,Female,11/19/1995,198.44,cooking,marriage,-33.8989712,151.2149792,Finance
Dulcy,Cobbledick,75,dcobbledickft@springer.com,Australia,1424,green,Female,7/28/1993,168.51,traveling,marriage,-33.8882671,151.2078465,Finance
Ashlie,Feaveer,55,afeaveerfu@seattletimes.com,Australia,1315,blue,Female,8/10/2004,163.77,reading,fun,-38.043127,145.297768,Dating
Jacquetta,Behrens,41,jbehrensfv@berkeley.edu,Australia,1130,green,Female,12/29/1988,176,reading,fun,-33.8989712,151.2149792,Finance
Renee,Guilloton,32,rguillotonfw@creativecommons.org,Australia,5869,green,Agender,4/10/1985,166.62,cooking,marriage,-34.990888,138.574391,Dating
Giffer,Hully,56,ghullyfx@gravatar.com,Australia,1213,green,Male,12/29/1994,163.1,reading,marriage,-33.8651294,151.2078882,Dating
Tommy,Crystal,63,tcrystalfy@unc.edu,Australia,1325,blue,Male,8/5/1999,191.12,reading,marriage,-33.93274,151.188577,Finance
Paul,Adame,84,padamefz@seattletimes.com,Australia,5839,red,Male,6/30/1994,160.87,reading,fun,-34.9284989,138.6007456,Finance
Roldan,Thickin,26,rthicking0@time.com,Australia,1109,green,Male,6/15/2003,150.19,traveling,marriage,-37.7204693,144.9629556,Dating
Catina,Morse,54,cmorseg1@wix.com,Australia,7808,red,Female,5/3/1993,176.42,cooking,marriage,-42.8821377,147.3271949,Finance
Jaquenetta,Hartshorne,45,jhartshorneg2@narod.ru,Australia,1033,red,Female,4/27/2003,167.69,cooking,marriage,-33.8688197,151.2092955,Finance
Taite,Jickells,72,tjickellsg3@tinyurl.com,Australia,1120,blue,Male,10/30/1999,167.9,hiking,marriage,-37.713929,144.962411,Dating
Brook,Walkowski,23,bwalkowskig4@blogtalkradio.com,Australia,1213,blue,Female,4/8/1997,164.65,traveling,marriage,-33.8651294,151.2078882,Dating
Edlin,Gentile,81,egentileg5@about.com,Australia,8383,green,Male,1/1/2005,189.2,cooking,fun,-37.8136276,144.9630576,Finance
Etan,Wolffers,20,ewolffersg6@gizmodo.com,Australia,5899,blue,Genderqueer,6/24/2004,171.84,traveling,fun,-34.990888,138.574391,Finance
Lemar,Vasyunichev,83,lvasyunichevg7@sohu.com,Australia,1140,green,Male,11/18/2000,162.73,reading,marriage,-27.9424308,153.3970962,Finance
Graig,McClaughlin,46,gmcclaughling8@gmpg.org,Australia,1213,green,Male,1/2/2004,188.67,reading,marriage,-33.8651294,151.2078882,Finance
Cilka,Barfoot,71,cbarfootg9@amazonaws.com,Australia,1315,red,Female,1/28/2002,169.02,reading,marriage,-38.043127,145.297768,Finance
Purcell,Janauschek,56,pjanauschekga@thetimes.co.uk,Australia,5899,blue,Bigender,12/8/1989,174.11,traveling,fun,-34.990888,138.574391,Finance
Kamilah,Choppen,80,kchoppengb@cmu.edu,Australia,1028,blue,Female,7/23/2001,149.08,hiking,marriage,-34.0349557,151.0998291,Dating
Findlay,Borley,63,fborleygc@tripadvisor.com,Australia,1694,red,Male,5/14/1985,167.77,cooking,fun,-34.8352742,138.596204,Finance
Emlyn,Boxill,32,eboxillgd@foxnews.com,Australia,5839,green,Female,10/7/1996,187.52,reading,marriage,-34.9284989,138.6007456,Finance
Maggie,Warrington,25,mwarringtonge@themeforest.net,Australia,1109,green,Female,2/19/2001,179.84,cooking,marriage,-37.7204693,144.9629556,Finance
Dina,Redsall,42,dredsallgf@mysql.com,Australia,1235,blue,Female,7/27/1998,162.23,reading,marriage,-33.8688197,151.2092955,Dating
Brandy,Fansy,22,bfansygg@businesswire.com,Australia,1120,blue,Female,12/2/1986,152.74,cooking,marriage,-37.713929,144.962411,Finance
Shem,Hynard,58,shynardgh@wsj.com,Australia,1191,blue,Male,8/25/2003,185.75,cooking,fun,-33.7974423,151.2502275,Finance
Franky,Ossulton,37,fossultongi@nymag.com,Australia,7916,green,Polygender,5/16/2004,140.99,cooking,marriage,-41.4332215,147.1440875,Finance
Nerissa,Yacobsohn,81,nyacobsohngj@ebay.com,Australia,5899,blue,Female,8/5/1990,190.13,cooking,fun,-34.990888,138.574391,Finance
Rachelle,Magrannell,53,rmagrannellgk@51.la,Australia,1120,red,Female,4/15/1994,178.76,reading,marriage,-37.713929,144.962411,Dating
Marijn,Belham,32,mbelhamgl@rediff.com,Australia,1171,green,Male,3/21/1991,175.21,traveling,fun,-33.863927,151.201887,Finance
Berne,O'Neary,34,bonearygm@newyorker.com,Australia,1043,red,Male,3/30/1991,143.46,reading,marriage,-33.8688197,151.2092955,Dating
Billy,Carnier,44,bcarniergn@nifty.com,Australia,1206,red,Female,9/26/1985,174.32,reading,fun,-37.7071402,144.9611223,Finance
Von,Flecknoe,24,vflecknoego@seesaa.net,Australia,1140,blue,Male,9/21/2003,157.51,reading,marriage,-27.9424308,153.3970962,Dating
Mayor,Pilsbury,85,mpilsburygp@boston.com,Australia,1161,red,Male,4/18/1992,199.2,hiking,fun,-33.7974423,151.2502275,Dating
Curt,Spencook,27,cspencookgq@pagesperso-orange.fr,Australia,1043,blue,Male,8/4/1996,189.47,reading,marriage,-33.8688197,151.2092955,Finance
Joseito,Wisson,82,jwissongr@scribd.com,Australia,1130,red,Male,9/29/2000,164.82,hiking,marriage,-33.8989712,151.2149792,Finance
Farah,Stammler,83,fstammlergs@parallels.com,Australia,1120,green,Female,10/26/1992,188.41,reading,marriage,-37.713929,144.962411,Dating
Arch,Flippelli,34,aflippelligt@cam.ac.uk,Australia,1120,green,Male,10/25/1996,197.73,reading,fun,-37.713929,144.962411,Dating
Tobi,Curnick,42,tcurnickgu@virginia.edu,Australia,5874,green,Female,8/22/2003,193.63,traveling,fun,-34.990888,138.574391,Dating
Nadean,Elwin,34,nelwingv@webmd.com,Australia,1161,blue,Female,9/15/1988,185.24,hiking,marriage,-33.7974423,151.2502275,Dating
Haslett,Bromehead,82,hbromeheadgw@spiegel.de,Australia,1009,red,Male,9/19/1989,180.9,cooking,fun,-37.7236851,144.9633285,Dating
Myrtice,Carabet,35,mcarabetgx@technorati.com,Australia,7808,green,Female,9/17/2000,161.87,traveling,fun,-42.8821377,147.3271949,Dating
Kaitlynn,Baudouin,32,kbaudouingy@wired.com,Australia,1161,blue,Female,1/9/1997,153.4,traveling,marriage,-33.7974423,151.2502275,Dating
Scot,Duggon,58,sduggongz@fema.gov,Australia,1694,green,Male,1/8/1994,186.03,reading,marriage,-34.8352742,138.596204,Finance
Chane,Talbot,25,ctalboth0@huffingtonpost.com,Australia,8045,green,Male,1/11/1996,165.77,hiking,fun,-37.8136276,144.9630576,Finance
Kennett,Springer,55,kspringerh1@digg.com,Australia,7803,blue,Male,10/27/1998,148.27,cooking,fun,-42.8821377,147.3271949,Finance
Tiphany,Ende,52,tendeh2@timesonline.co.uk,Australia,1171,green,Female,11/16/1997,155.21,hiking,marriage,-33.863927,151.201887,Finance
Ursa,Ormston,19,uormstonh3@imdb.com,Australia,1206,blue,Female,9/7/1987,191.44,hiking,fun,-37.7071402,144.9611223,Dating
Kayla,Perrins,22,kperrinsh4@drupal.org,Australia,1191,blue,Female,9/26/1999,188.51,reading,marriage,-33.7974423,151.2502275,Dating
Timotheus,Hollindale,79,thollindaleh5@freewebs.com,Australia,1694,green,Male,4/15/1995,170.98,reading,fun,-34.8352742,138.596204,Finance
Ivor,Westall,79,iwestallh6@biblegateway.com,Australia,1134,blue,Male,7/16/1987,148.45,reading,fun,-33.7974423,151.2502275,Dating
Andie,Lodden,26,aloddenh7@merriam-webster.com,Australia,1120,blue,Male,1/6/1993,187.9,cooking,marriage,-37.713929,144.962411,Finance
Charla,Moughtin,34,cmoughtinh8@discuz.net,Australia,1424,red,Female,1/30/1999,156.1,reading,marriage,-33.8882671,151.2078465,Finance
Tarrance,Ritmeyer,43,tritmeyerh9@oracle.com,Australia,1033,red,Male,4/25/1999,163.01,reading,marriage,-33.8688197,151.2092955,Dating
Darnall,Cocklin,84,dcocklinha@yale.edu,Australia,5889,red,Male,1/16/2003,184.21,reading,marriage,-34.990888,138.574391,Dating
Cindi,Dwane,20,cdwanehb@hibu.com,Australia,8383,blue,Female,11/19/1991,157.09,reading,fun,-37.8136276,144.9630576,Finance
Tracie,Farnell,82,tfarnellhc@github.io,Australia,8045,red,Male,10/24/1994,186.41,traveling,fun,-37.8136276,144.9630576,Dating
Tracee,Siege,50,tsiegehd@nsw.gov.au,Australia,1206,blue,Female,7/27/1987,186.75,traveling,fun,-37.7071402,144.9611223,Dating
Aloin,Rayne,43,araynehe@g.co,Australia,1009,blue,Male,11/8/2003,154.8,reading,marriage,-37.7236851,144.9633285,Dating
Bradford,Baly,53,bbalyhf@parallels.com,Australia,1191,blue,Male,3/7/1993,166.03,cooking,marriage,-33.7974423,151.2502275,Dating
Godiva,Faragan,67,gfaraganhg@businesswire.com,Australia,1140,blue,Female,7/19/2004,195.22,hiking,fun,-27.9424308,153.3970962,Finance
Celia,Fayer,53,cfayerhh@hao123.com,Australia,5839,blue,Female,6/26/1998,193.19,reading,marriage,-34.9284989,138.6007456,Dating
Morgen,Hewson,21,mhewsonhi@ycombinator.com,Australia,1196,blue,Female,9/11/1991,196.54,reading,marriage,-33.7974423,151.2502275,Finance
Shelagh,Fawdry,46,sfawdryhj@technorati.com,Australia,1130,red,Female,10/13/1986,191.35,reading,fun,-33.8989712,151.2149792,Dating
Muhammad,Finley,73,mfinleyhk@yahoo.co.jp,Australia,5839,blue,Male,1/13/1985,160.7,reading,marriage,-34.9284989,138.6007456,Finance
Marlena,Flaverty,34,mflavertyhl@webeden.co.uk,Australia,6817,red,Female,12/29/1993,141.96,traveling,fun,-31.9505269,115.8604572,Finance
Merridie,Jiras,76,mjirashm@scribd.com,Australia,6843,green,Female,4/10/1994,165.61,hiking,fun,-31.9478653,115.8693718,Dating
Nevin,Alderton,85,naldertonhn@cnn.com,Australia,1325,red,Non-binary,6/18/1999,173.64,cooking,fun,-33.93274,151.188577,Dating
Roarke,Shackel,60,rshackelho@de.vu,Australia,1130,green,Male,7/27/1988,195.36,hiking,marriage,-33.8989712,151.2149792,Finance
Edgar,Barette,40,ebarettehp@addthis.com,Australia,5889,green,Male,8/9/1992,198.47,cooking,marriage,-34.990888,138.574391,Dating
Ester,Barthropp,62,ebarthropphq@webmd.com,Australia,7904,blue,Female,9/9/1987,197.66,reading,marriage,-41.4332215,147.1440875,Dating
Brucie,Doddemeade,33,bdoddemeadehr@ocn.ne.jp,Australia,1033,blue,Non-binary,5/13/2002,189.52,traveling,marriage,-33.8688197,151.2092955,Dating
Ainslie,Radmore,80,aradmorehs@whitehouse.gov,Australia,1191,red,Female,5/20/2004,153.3,cooking,fun,-33.7974423,151.2502275,Dating
Benedicto,Manley,76,bmanleyht@microsoft.com,Australia,1009,blue,Male,2/26/1991,161.65,hiking,marriage,-37.7236851,144.9633285,Finance
Shermie,Cheesley,18,scheesleyhu@nifty.com,Australia,1161,blue,Male,12/4/1998,180.87,traveling,marriage,-33.7974423,151.2502275,Dating
Boycie,Hefford,67,bheffordhv@clickbank.net,Australia,8045,blue,Male,12/30/2004,159.36,reading,fun,-37.8136276,144.9630576,Dating
Ammamaria,Sandels,59,asandelshw@craigslist.org,Australia,1171,green,Polygender,9/2/2002,182.79,hiking,marriage,-33.863927,151.201887,Finance
Nolly,Redihalgh,38,nredihalghhx@nsw.gov.au,Australia,1213,red,Male,8/2/2005,152.24,hiking,fun,-33.8651294,151.2078882,Dating
Miguelita,Tripon,37,mtriponhy@disqus.com,Australia,1315,green,Female,2/2/2001,196.52,reading,marriage,-38.043127,145.297768,Finance
Uriel,Soutter,25,usoutterhz@themeforest.net,Australia,1130,red,Male,1/22/1993,171.58,cooking,marriage,-33.8989712,151.2149792,Dating
Jodi,Lothean,67,jlotheani0@java.com,Australia,7808,blue,Male,6/12/1992,181.68,cooking,marriage,-42.8821377,147.3271949,Finance
Fernando,Vaen,36,fvaeni1@cafepress.com,Australia,1191,red,Male,11/24/2002,161.3,hiking,fun,-33.7974423,151.2502275,Dating
Jessy,Awty,43,jawtyi2@chron.com,Australia,1181,green,Female,12/10/2000,145.94,reading,fun,-33.7974423,151.2502275,Dating
Mariejeanne,Kilty,38,mkiltyi3@wunderground.com,Australia,1130,red,Female,7/1/1995,164.96,reading,marriage,-33.8989712,151.2149792,Dating
Yves,Meachem,19,ymeachemi4@quantcast.com,Australia,1120,blue,Male,8/15/1991,186.35,hiking,fun,-37.713929,144.962411,Finance
Jermaine,Durrand,37,jdurrandi5@cdc.gov,Australia,1424,green,Male,9/6/2002,187.14,traveling,marriage,-33.8882671,151.2078465,Finance
Kerianne,O'Loinn,80,koloinni6@sciencedirect.com,Australia,1235,red,Female,12/12/2003,190.6,cooking,fun,-33.8688197,151.2092955,Dating
Carree,Elham,30,celhami7@youtu.be,Australia,1134,red,Female,8/22/1990,145.04,cooking,marriage,-33.7974423,151.2502275,Finance
Shawn,Bonnor,67,sbonnori8@tinyurl.com,Australia,1134,red,Male,8/28/1997,143.36,traveling,marriage,-33.7974423,151.2502275,Dating
Christie,Fontaine,25,cfontainei9@fastcompany.com,Australia,1325,blue,Female,6/10/2001,173.96,traveling,fun,-33.93274,151.188577,Dating
Lottie,Yeude,27,lyeudeia@seesaa.net,Australia,7808,green,Female,12/7/2001,177.36,reading,marriage,-42.8821377,147.3271949,Finance
Dulcia,Michelet,52,dmicheletib@ustream.tv,Australia,1694,red,Female,8/12/1993,163.13,traveling,marriage,-34.8352742,138.596204,Dating
Ruthie,Borrill,46,rborrillic@vinaora.com,Australia,5899,red,Female,5/31/2001,145.35,reading,fun,-34.990888,138.574391,Dating
Georgette,Nutbeam,43,gnutbeamid@netvibes.com,Australia,1161,green,Female,6/17/1994,150.99,cooking,marriage,-33.7974423,151.2502275,Dating
Marve,Wibrow,27,mwibrowie@scientificamerican.com,Australia,1181,green,Male,11/10/1989,172.91,reading,marriage,-33.7974423,151.2502275,Finance
Darsey,Liff,78,dliffif@google.nl,Australia,5869,blue,Female,2/6/1992,188.51,reading,fun,-34.990888,138.574391,Dating
Llywellyn,Abramzon,20,labramzonig@earthlink.net,Australia,8383,green,Male,7/15/1987,174.43,traveling,fun,-37.8136276,144.9630576,Finance
Lionel,Itskovitz,37,litskovitzih@sciencedirect.com,Australia,5874,green,Male,4/17/1999,197.77,cooking,marriage,-34.990888,138.574391,Dating
Keir,Margeram,47,kmargeramii@g.co,Australia,1171,green,Male,6/2/1991,193.82,reading,fun,-33.863927,151.201887,Finance
Lyon,Tenney,34,ltenneyij@youtu.be,Australia,1109,blue,Male,10/3/1990,178.45,traveling,fun,-37.7204693,144.9629556,Dating
Veronique,Dimic,38,vdimicik@digg.com,Australia,7916,green,Bigender,10/4/1999,152.11,reading,fun,-41.4332215,147.1440875,Dating
Dennison,Dombrell,30,ddombrellil@i2i.jp,Australia,1325,green,Male,5/30/1985,167.03,traveling,marriage,-33.93274,151.188577,Dating
Fran,De Ath,44,fdeathim@hao123.com,Australia,7808,red,Genderqueer,4/9/1996,188.41,reading,fun,-42.8821377,147.3271949,Finance
Alphard,Troke,61,atrokein@csmonitor.com,Australia,1171,green,Male,8/25/1988,148.8,reading,fun,-33.863927,151.201887,Dating
Emelina,Loram,29,eloramio@ibm.com,Australia,9010,blue,Female,6/26/1991,168.18,hiking,fun,-27.4697707,153.0251235,Finance
Cissiee,Goodwins,29,cgoodwinsip@kickstarter.com,Australia,7803,blue,Female,6/4/1993,167.85,reading,fun,-42.8821377,147.3271949,Finance
Hamlin,Roswarn,51,hroswarniq@delicious.com,Australia,7803,blue,Male,7/7/2005,149.06,traveling,fun,-42.8821377,147.3271949,Finance
Norean,Kirvin,60,nkirvinir@indiatimes.com,Australia,1130,red,Polygender,10/29/1990,154.63,reading,fun,-33.8989712,151.2149792,Finance
Adah,Soles,83,asolesis@symantec.com,Australia,7916,blue,Female,3/18/2001,186.11,reading,fun,-41.4332215,147.1440875,Finance
Bent,Ruprich,46,bruprichit@topsy.com,Australia,1140,blue,Male,4/13/1985,191.02,reading,marriage,-27.9424308,153.3970962,Dating
Sebastian,Harraway,57,sharrawayiu@ezinearticles.com,Australia,1120,green,Male,7/21/1995,189.67,hiking,marriage,-37.713929,144.962411,Finance
Shantee,Pittock,71,spittockiv@cocolog-nifty.com,Australia,1028,blue,Female,3/18/1986,198.56,reading,fun,-34.0349557,151.0998291,Dating
Raff,Lukas,65,rlukasiw@surveymonkey.com,Australia,5889,blue,Male,11/24/1988,176.58,traveling,marriage,-34.990888,138.574391,Dating
Agustin,Semorad,69,asemoradix@dagondesign.com,Australia,1033,blue,Male,9/18/1988,183.34,reading,fun,-33.8688197,151.2092955,Dating
Vite,Leavens,23,vleavensiy@icq.com,Australia,1161,blue,Male,2/3/1987,198.21,reading,marriage,-33.7974423,151.2502275,Dating
Miller,Giamelli,25,mgiamelliiz@goo.gl,Australia,1325,red,Male,10/18/1995,169.89,traveling,marriage,-33.93274,151.188577,Finance
Filippa,McCoid,50,fmccoidj0@sun.com,Australia,1043,red,Female,10/19/1992,142.08,reading,fun,-33.8688197,151.2092955,Dating
Jerrome,Casari,34,jcasarij1@youku.com,Australia,1206,green,Male,11/18/1985,180.37,cooking,fun,-37.7071402,144.9611223,Dating
Fletcher,Kybbye,80,fkybbyej2@tripod.com,Australia,6843,green,Male,12/6/2002,162.41,traveling,fun,-31.9478653,115.8693718,Finance
Kikelia,Gook,62,kgookj3@weather.com,Australia,1033,green,Female,9/22/1997,149.65,traveling,fun,-33.8688197,151.2092955,Dating
Merl,Yearnsley,62,myearnsleyj4@hibu.com,Australia,1191,blue,Female,12/29/1993,170.28,hiking,marriage,-33.7974423,151.2502275,Dating
Yoshi,Waldren,60,ywaldrenj5@ft.com,Australia,1391,green,Female,2/5/1995,180.53,traveling,fun,-33.93274,151.188577,Dating
Fianna,Verchambre,44,fverchambrej6@printfriendly.com,Australia,5899,green,Bigender,2/3/2004,167.08,cooking,marriage,-34.990888,138.574391,Dating
Miner,Kestian,56,mkestianj7@google.nl,Australia,1043,blue,Male,3/30/1998,149.3,reading,fun,-33.8688197,151.2092955,Finance
Odilia,Peacey,35,opeaceyj8@chron.com,Australia,5889,red,Female,6/8/1988,183.92,cooking,marriage,-34.990888,138.574391,Dating
Thatch,Culross,40,tculrossj9@ovh.net,Australia,1315,blue,Male,11/12/2003,169.73,reading,fun,-38.043127,145.297768,Dating
Dacia,Haberfield,47,dhaberfieldja@discuz.net,Australia,1120,green,Female,10/3/1989,168.58,cooking,marriage,-37.713929,144.962411,Finance
Corney,Evitts,66,cevittsjb@wikispaces.com,Australia,5874,green,Male,6/26/1991,198.61,traveling,fun,-34.990888,138.574391,Finance
Bordie,Hansed,82,bhansedjc@blogger.com,Australia,1191,red,Male,8/27/1991,148.3,hiking,marriage,-33.7974423,151.2502275,Finance
Catlee,Bastow,35,cbastowjd@studiopress.com,Australia,1043,green,Bigender,4/13/1999,164.18,hiking,marriage,-33.8688197,151.2092955,Dating
Lizabeth,Lyons,26,llyonsje@wsj.com,Australia,5874,blue,Female,12/19/1997,145.37,cooking,marriage,-34.990888,138.574391,Finance
Currie,Elliss,22,cellissjf@twitpic.com,Australia,5869,blue,Male,6/24/1992,177.21,hiking,marriage,-34.990888,138.574391,Finance
Heath,Arkwright,69,harkwrightjg@eepurl.com,Australia,7916,green,Male,3/6/1997,151.83,reading,fun,-41.4332215,147.1440875,Finance
Lesly,Verni,60,lvernijh@nba.com,Australia,7904,green,Female,4/30/2001,170.08,reading,marriage,-41.4332215,147.1440875,Finance
Anne-marie,Norkutt,21,anorkuttji@cam.ac.uk,Australia,1325,blue,Female,11/7/2000,170.76,traveling,marriage,-33.93274,151.188577,Finance
Aubry,Cleave,73,acleavejj@gmpg.org,Australia,1315,red,Female,1/6/1991,161.6,cooking,fun,-38.043127,145.297768,Dating
Dewey,Atkin,56,datkinjk@bing.com,Australia,5889,blue,Genderqueer,10/3/2002,184.55,reading,marriage,-34.990888,138.574391,Finance
Mathian,Camamill,62,mcamamilljl@reddit.com,Australia,1694,blue,Non-binary,10/27/1993,143.64,hiking,fun,-34.8352742,138.596204,Finance
Lydie,Murney,21,lmurneyjm@people.com.cn,Australia,1161,red,Female,12/20/2000,180.39,traveling,fun,-33.7974423,151.2502275,Finance
Leroy,Youel,22,lyoueljn@ftc.gov,Australia,7803,blue,Male,5/13/2003,181.51,reading,marriage,-42.8821377,147.3271949,Dating
Loy,Skedgell,41,lskedgelljo@eventbrite.com,Australia,1033,blue,Male,12/7/1998,175.75,hiking,marriage,-33.8688197,151.2092955,Finance
Dynah,Plowes,28,dplowesjp@exblog.jp,Australia,5869,red,Female,11/6/1992,184.57,reading,fun,-34.990888,138.574391,Dating
Terrance,Trengrove,33,ttrengrovejq@reuters.com,Australia,1196,blue,Genderqueer,11/7/1993,141.32,hiking,marriage,-33.7974423,151.2502275,Dating
Arel,Conti,20,acontijr@spotify.com,Australia,8383,blue,Male,5/2/1991,159.88,traveling,marriage,-37.8136276,144.9630576,Finance
Bob,Murricanes,63,bmurricanesjs@friendfeed.com,Australia,1109,blue,Male,10/9/1999,193.29,reading,marriage,-37.7204693,144.9629556,Finance
Dov,Anderer,19,dandererjt@wired.com,Australia,1391,green,Male,1/28/1991,163.8,reading,fun,-33.93274,151.188577,Dating
Tobie,Paddick,66,tpaddickju@unicef.org,Australia,1171,blue,Male,2/25/1996,196.63,reading,fun,-33.863927,151.201887,Dating
Honor,Rizzolo,66,hrizzolojv@uiuc.edu,Australia,5889,blue,Female,12/26/2000,149.97,cooking,marriage,-34.990888,138.574391,Dating
Kaycee,Mingardi,64,kmingardijw@vimeo.com,Australia,1043,red,Female,2/22/1994,157.98,hiking,fun,-33.8688197,151.2092955,Finance
Buck,Weddup,65,bweddupjx@t-online.de,Australia,1424,green,Male,6/20/1996,183.66,hiking,fun,-33.8882671,151.2078465,Dating
Martina,Markson,55,mmarksonjy@fema.gov,Australia,5839,blue,Female,12/26/2003,165.51,traveling,fun,-34.9284989,138.6007456,Dating
Tani,McSharry,48,tmcsharryjz@apple.com,Australia,1213,red,Female,9/26/1986,183.89,reading,marriage,-33.8651294,151.2078882,Dating
Ogdon,Rodinger,78,orodingerk0@jimdo.com,Australia,5899,red,Male,11/18/1993,162.93,traveling,marriage,-34.990888,138.574391,Finance
Miof mela,Radbourn,36,mradbournk1@google.de,Australia,1130,green,Non-binary,1/13/2001,192.38,reading,marriage,-33.8989712,151.2149792,Dating
Kermie,Doale,82,kdoalek2@toplist.cz,Australia,1213,red,Male,11/20/2001,179.55,reading,marriage,-33.8651294,151.2078882,Dating
Farlee,Ostridge,31,fostridgek3@twitpic.com,Australia,1391,green,Male,8/13/1990,164.3,traveling,fun,-33.93274,151.188577,Dating
Nicolina,de Guise,38,ndeguisek4@feedburner.com,Australia,1130,green,Female,1/12/1999,197.49,reading,marriage,-33.8989712,151.2149792,Finance
Philis,Tilte,81,ptiltek5@alexa.com,Australia,1033,red,Female,2/26/2004,164.48,reading,marriage,-33.8688197,151.2092955,Dating
Emlyn,Smead,61,esmeadk6@nhs.uk,Australia,7904,red,Female,10/21/1995,167.77,traveling,fun,-41.4332215,147.1440875,Finance
Priscilla,Brinded,75,pbrindedk7@facebook.com,Australia,1206,green,Female,1/7/1995,158.91,reading,marriage,-37.7071402,144.9611223,Finance
Brigid,Leipold,32,bleipoldk8@japanpost.jp,Australia,8045,green,Female,5/14/1988,153.31,reading,marriage,-37.8136276,144.9630576,Dating
Cob,Geelan,82,cgeelank9@ihg.com,Australia,7904,green,Male,9/20/1986,157.82,hiking,fun,-41.4332215,147.1440875,Dating
Martie,Pretley,73,mpretleyka@gravatar.com,Australia,5899,red,Female,7/8/1997,143.6,hiking,fun,-34.990888,138.574391,Dating
Lora,Francesconi,34,lfrancesconikb@fema.gov,Australia,1424,green,Female,9/27/1998,192.71,reading,marriage,-33.8882671,151.2078465,Finance
Ameline,Dassindale,42,adassindalekc@weibo.com,Australia,1033,red,Female,9/29/1988,147.21,hiking,marriage,-33.8688197,151.2092955,Finance
Horace,Pocock,24,hpocockkd@nature.com,Australia,1130,green,Male,8/11/1993,149.32,reading,marriage,-33.8989712,151.2149792,Finance
Ame,Leggitt,41,aleggittke@spiegel.de,Australia,1009,blue,Female,9/21/1991,158.25,cooking,fun,-37.7236851,144.9633285,Finance
Meredithe,Carbry,65,mcarbrykf@reuters.com,Australia,1424,green,Female,2/11/2005,188.59,reading,marriage,-33.8882671,151.2078465,Finance
Fidelia,Gallager,61,fgallagerkg@apache.org,Australia,8045,green,Female,11/7/1993,180.65,hiking,marriage,-37.8136276,144.9630576,Finance
Merilee,Rottger,53,mrottgerkh@nationalgeographic.com,Australia,1009,blue,Female,5/26/1987,178.2,hiking,fun,-37.7236851,144.9633285,Finance
Nate,Weeke,82,nweekeki@wordpress.org,Australia,1171,red,Genderqueer,12/11/2004,195.8,traveling,fun,-33.863927,151.201887,Finance
Gerri,Miklem,66,gmiklemkj@examiner.com,Australia,1028,green,Female,5/28/1986,154.13,traveling,marriage,-34.0349557,151.0998291,Finance
Bebe,Kender,61,bkenderkk@ucoz.ru,Australia,1206,blue,Female,1/11/2004,198.68,hiking,fun,-37.7071402,144.9611223,Finance
Sonya,Gallegos,82,sgallegoskl@ask.com,Australia,1009,blue,Female,1/1/1993,170.93,reading,marriage,-37.7236851,144.9633285,Finance
Therine,Brouwer,80,tbrouwerkm@jigsy.com,Australia,7808,green,Bigender,2/23/1988,152.45,hiking,marriage,-42.8821377,147.3271949,Finance
Shayne,Zanetto,50,szanettokn@storify.com,Australia,1315,blue,Male,5/17/1999,151.01,reading,fun,-38.043127,145.297768,Dating
Brodie,Bonin,33,bboninko@behance.net,Australia,6817,red,Male,5/11/2000,180.29,hiking,fun,-31.9505269,115.8604572,Dating
Estele,Desantis,53,edesantiskp@ow.ly,Australia,1694,blue,Female,10/1/2001,145.15,reading,marriage,-34.8352742,138.596204,Finance
Mohandas,Chesney,66,mchesneykq@rakuten.co.jp,Australia,1120,green,Male,3/19/2002,182.47,traveling,fun,-37.713929,144.962411,Dating
Gina,Stannislawski,57,gstannislawskikr@boston.com,Australia,1191,red,Female,9/6/1999,196.15,traveling,fun,-33.7974423,151.2502275,Dating
Yorgo,Sayles,72,ysaylesks@newsvine.com,Australia,7904,green,Genderqueer,12/7/1989,158.59,cooking,fun,-41.4332215,147.1440875,Finance
Morry,Titterell,32,mtitterellkt@mediafire.com,Australia,1028,red,Male,6/13/1996,140.99,reading,marriage,-34.0349557,151.0998291,Finance
Glennis,Leonarde,57,gleonardeku@telegraph.co.uk,Australia,1009,green,Female,2/8/1990,187.15,reading,fun,-37.7236851,144.9633285,Finance
Wilden,McInally,78,wmcinallykv@bizjournals.com,Australia,1424,blue,Male,3/18/2004,171.76,hiking,marriage,-33.8882671,151.2078465,Dating
Leigha,Wasselin,77,lwasselinkw@so-net.ne.jp,Australia,5874,blue,Female,3/3/1985,178.01,traveling,marriage,-34.990888,138.574391,Finance
Dene,Spykings,62,dspykingskx@issuu.com,Australia,5839,blue,Agender,6/18/1987,141.71,reading,marriage,-34.9284989,138.6007456,Dating
Cathe,Whilde,65,cwhildeky@nature.com,Australia,1235,blue,Female,1/8/2004,161.65,reading,fun,-33.8688197,151.2092955,Dating
Hakeem,Bordman,25,hbordmankz@behance.net,Australia,1033,blue,Agender,1/22/1996,160.91,reading,fun,-33.8688197,151.2092955,Dating
Shantee,Spensley,81,sspensleyl0@webmd.com,Australia,1181,blue,Female,12/27/1994,172.32,cooking,marriage,-33.7974423,151.2502275,Dating
